#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
3815	KIT;NM_000222.3	4	+	55524171	55604733	55524171	55604733	21	55524171,55561667,55564439,55565785,55569879,55573253,55575579,55589739,55592012,55593373,55593571,55593978,55594166,55595490,55597483,55598026,55599225,55602653,55602876,55603330,55604584	55524258,55561957,55564741,55565942,55570068,55573463,55575715,55589874,55592226,55593500,55593718,55594103,55594297,55595661,55597595,55598174,55599368,55602785,55602996,55603456,55604733	nan	KIT	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791	KDR;NM_002253.3	4	-	55946097	55991470	55946097	55991470	30	55946097,55948112,55948692,55953763,55955024,55955530,55955847,55956112,55958773,55960958,55961733,55962385,55963818,55964293,55964853,55968053,55968518,55970799,55971988,55972843,55973893,55976559,55976810,55979460,55980282,55981030,55981437,55984760,55987253,55991383	55946340,55948218,55948812,55953935,55955150,55955650,55955979,55956255,55958891,55961132,55961842,55962519,55963943,55964449,55964980,55968205,55968685,55971161,55972117,55972987,55974070,55976743,55976945,55979658,55980442,55981219,55981588,55984977,55987367,55991470	nan	KDR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044	EPHA5;NM_001281766.2	4	-	66189821	66535470	66189821	66535470	17	66189821,66197680,66201639,66213761,66217096,66218749,66230724,66231639,66233064,66270081,66279991,66286148,66356084,66361095,66467348,66509070,66535269	66189947,66197856,66201853,66213931,66217326,66218831,66230930,66231785,66233152,66270207,66280171,66286293,66356440,66361271,66468032,66509155,66535470	nan	EPHA5	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250	FGF5;NM_004464.3	4	+	81187968	81207836	81187968	81207836	3	81187968,81196052,81207468	81188343,81196176,81207836	nan	FGF5	nan	nan	0,0,0
84142	ABRAXAS1;NM_139076.3	4	-	84383611	84406235	84383611	84406235	9	84383611,84384636,84388596,84390174,84391345,84393364,84397785,84403296,84406128	84384065,84384771,84388701,84390314,84391559,84393451,84397842,84403407,84406235	nan	ABRAXAS1	nan	nan	0,0,0,0,0,0,0,0,0
1977	EIF4E;NM_001968.4	4	-	99802168	99850273	99802168	99850273	7	99802168,99806062,99808219,99809029,99812377,99823016,99850235	99802303,99806222,99808353,99809113,99812493,99823143,99850273	nan	EIF4E	nan	nan	0,0,0,0,0,0,0
54790	TET2;NM_001127208.3	4	+	106155089	106197686	106155089	106197686	9	106155089,106162485,106163980,106164716,106180765,106182905,106190756,106193710,106196194	106158518,106162596,106164094,106164945,106180936,106183015,106190914,106194085,106197686	nan	TET2	nan	nan	0,0,0,0,0,0,0,0,0
2247	FGF2;NM_001361665.2	4	+	123748319	123813561	123748319	123813561	3	123748319,123797465,123813355	123748517,123797589,123813561	nan	FGF2	nan	nan	0,0,0
8821	INPP4B;NM_001101669.3	4	-	142949924	143352422	142949924	143352422	23	142949924,143003173,143007286,143029235,143033684,143043270,143044434,143045730,143066982,143081500,143094774,143114229,143129567,143130038,143159006,143181634,143191805,143226600,143235854,143324080,143326348,143350315,143352311	142950077,143003348,143007419,143029353,143033845,143043408,143044578,143045923,143067159,143081724,143094972,143114358,143129692,143130189,143159174,143181727,143191937,143226700,143235925,143324217,143326487,143350380,143352422	nan	INPP4B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55294	FBXW7;NM_001349798.2	4	-	153244022	153332965	153244022	153332965	11	153244022,153245325,153247147,153249349,153250813,153251873,153253737,153258943,153268071,153271183,153332444	153244311,153245556,153247393,153249551,153250947,153252030,153253881,153259098,153268233,153271286,153332965	nan	FBXW7	nan	nan	0,0,0,0,0,0,0,0,0,0,0
3660	IRF2;NM_002199.4	4	-	185309901	185350228	185309901	185350228	8	185309901,185311846,185320058,185329301,185339310,185339675,185340612,185350121	185310230,185311913,185320243,185329439,185339377,185339872,185340732,185350228	nan	IRF2	nan	nan	0,0,0,0,0,0,0,0
2195	FAT1;NM_005245.4	4	-	187509735	187630991	187509735	187630991	26	187509735,187516832,187517683,187518825,187519115,187521041,187522412,187524046,187524319,187525520,187527213,187530326,187530944,187532529,187534252,187535334,187538148,187538851,187549297,187549631,187554827,187557168,187557728,187560865,187584442,187627706	187510384,187516990,187518335,187518956,187519289,187521524,187522590,187524198,187525141,187525738,187527377,187530484,187531179,187532939,187534506,187535508,187538365,187542939,187549528,187549927,187554987,187557399,187558078,187560947,187584777,187630991	nan	FAT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6389	SDHA;NM_004168.4	5	+	218460	256545	218460	256545	15	218460,223586,224464,225523,225987,228289,230980,233581,235248,236532,240462,251096,251442,254497,256438	218543,223693,224646,225687,226172,228458,231125,233770,235464,236724,240601,251228,251593,254631,256545	nan	SDHA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015	TERT;NM_198253.3	5	-	1253832	1295114	1253832	1295114	16	1253832,1254472,1255391,1258702,1260578,1264508,1266568,1268624,1271223,1272289,1278745,1279395,1280262,1282533,1293417,1294875	1253956,1254630,1255536,1258784,1260725,1264717,1266660,1268758,1271329,1272405,1278921,1279595,1280463,1282749,1294791,1295114	nan	TERT	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575	IL7R;NM_002185.5	5	+	35857069	35876598	35857069	35876598	8	35857069,35860943,35867397,35871147,35873571,35874540,35875603,35876074	35857171,35861102,35867575,35871325,35873760,35874654,35875699,35876598	nan	IL7R	nan	nan	0,0,0,0,0,0,0,0
253260	RICTOR;NM_152756.5	5	-	38942395	39074489	38942395	39074489	38	38942395,38942924,38944537,38945004,38945582,38946559,38947355,38949803,38952287,38953076,38953552,38954865,38955686,38957743,38958534,38958758,38959286,38959870,38960489,38962406,38962576,38962967,38964883,38966732,38967252,38967428,38968034,38971968,38975628,38978674,38981958,38991040,38996910,39002626,39003649,39021130,39074202,39074420	38942490,38943083,38944681,38945180,38945836,38946664,38947553,38950832,38952537,38953203,38953665,38954973,38955816,38957842,38958631,38958943,38959433,38960090,38960645,38962473,38962698,38963153,38965004,38966833,38967339,38967539,38968142,38972071,38975716,38978762,38982148,38991187,38996994,39002778,39003734,39021248,39074270,39074489	nan	RICTOR	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255	FGF10;NM_004465.2	5	-	44305086	44388794	44305086	44388794	3	44305086,44310518,44388449	44305304,44310642,44388794	nan	FGF10	nan	nan	0,0,0
4214	MAP3K1;NM_005921.2	5	+	56111390	56189517	56111390	56189517	20	56111390,56152416,56155531,56160550,56161156,56161645,56167726,56168457,56168641,56170848,56174796,56176527,56176899,56177386,56179343,56180480,56181748,56183194,56184042,56189347	56111892,56152587,56155752,56160771,56161293,56161814,56167868,56168559,56168842,56171147,56174938,56176639,56177109,56178703,56179516,56180663,56181900,56183357,56184194,56189517	nan	MAP3K1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10769	PLK2;NM_006622.4	5	-	57750399	57755796	57750399	57755796	14	57750399,57750727,57751101,57751355,57751842,57752308,57752761,57752997,57753304,57753900,57754215,57754541,57754801,57755506	57750611,57750858,57751251,57751616,57751992,57752426,57752929,57753216,57753420,57754008,57754365,57754678,57754929,57755796	nan	PLK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
5295	PIK3R1;NM_181523.3	5	+	67522493	67593439	67522493	67593439	15	67522493,67569207,67569756,67575419,67576345,67576744,67588076,67588918,67589120,67589526,67590353,67590965,67591237,67591988,67593229	67522847,67569320,67569851,67575571,67576567,67576844,67588199,67589037,67589321,67589672,67590516,67591162,67591326,67592179,67593439	nan	PIK3R1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4437	MSH3;NM_002439.5	5	+	79950536	80171691	79950536	80171691	24	79950536,79952219,79960951,79965905,79968052,79968549,79970791,79974735,80021261,80024659,80037272,80040314,80057354,80063741,80064643,80071502,80074528,80083373,80088541,80109392,80149938,80160621,80168924,80171559	79950793,79952360,79961192,79966138,79968189,79968687,79970957,79974922,80021394,80024794,80037377,80040444,80057507,80063949,80064832,80071587,80074665,80083501,80088673,80109570,80150145,80160771,80169116,80171691	nan	MSH3	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5921	RASA1;NM_002890.3	5	+	86564258	86686710	86564258	86686710	25	86564258,86627154,86628313,86629073,86633780,86637096,86642478,86645020,86648963,86658357,86659154,86665619,86667924,86669969,86670646,86672199,86672687,86674202,86675541,86676315,86679519,86681107,86682632,86685199,86686606	86564817,86627327,86628469,86629164,86633918,86637148,86642551,86645191,86649062,86658498,86659331,86665727,86668022,86670147,86670743,86672392,86672867,86674365,86675677,86676422,86679607,86681216,86682730,86685354,86686710	nan	RASA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324	APC;NM_000038.6	5	+	112090577	112179833	112090577	112179833	15	112090577,112102012,112102875,112111315,112116476,112128132,112136965,112151181,112154652,112157582,112162794,112163615,112164542,112170637,112173239	112090732,112102117,112103097,112111444,112116610,112128236,112137090,112151300,112155051,112157698,112162954,112163713,112164679,112170872,112179833	nan	APC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9627	SNCAIP;NM_005460.4	5	+	121726819	121799201	121726819	121799201	10	121726819,121739477,121758552,121761036,121767653,121776313,121780247,121785529,121786217,121799175	121726896,121739570,121759444,121761236,121767787,121776459,121780437,121785642,121787306,121799201	nan	SNCAIP	nan	nan	0,0,0,0,0,0,0,0,0,0
10111	RAD50;NM_005732.4	5	+	131893006	131978066	131893006	131978066	25	131893006,131894965,131911458,131914998,131915543,131923243,131923605,131924368,131925312,131926905,131927558,131930550,131931254,131938981,131939601,131940487,131944296,131944798,131944964,131951684,131953751,131972796,131973762,131976353,131977859	131893155,131895069,131911630,131915204,131915768,131923392,131923791,131924582,131925539,131927108,131927736,131930746,131931512,131939191,131939748,131940701,131944427,131944911,131945098,131951832,131953996,131972902,131973925,131976507,131978066	nan	RAD50	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495	CTNNA1;NM_001903.5	5	+	138117603	138269788	138117603	138269788	17	138117603,138118855,138145716,138147861,138160208,138163193,138221890,138223168,138240027,138253420,138260188,138260934,138264924,138266151,138266508,138268256,138269480	138117728,138119071,138145903,138148001,138160498,138163417,138221991,138223341,138240140,138253597,138260409,138261106,138265055,138266353,138266634,138268411,138269788	nan	CTNNA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246	FGF1;NM_000800.5	5	-	141974844	141993702	141974844	141993702	3	141974844,141980256,141993513	141975059,141980380,141993702	nan	FGF1	nan	nan	0,0,0
1452	CSNK1A1;NM_001892.6	5	-	148876405	148930537	148876405	148930537	10	148876405,148884999,148886579,148889431,148891346,148892622,148899842,148904597,148929627,148930394	148876433,148885168,148886706,148889526,148891445,148892782,148899961,148904744,148929754,148930537	nan	CSNK1A1	nan	nan	0,0,0,0,0,0,0,0,0,0
1436	CSF1R;NM_001288705.3	5	-	149433621	149466000	149433621	149466000	21	149433621,149433874,149434789,149435578,149435771,149436839,149437056,149439252,149440414,149441043,149441275,149447767,149449425,149449734,149450008,149452853,149456828,149457664,149459604,149460319,149465931	149433797,149434003,149434909,149435710,149435914,149436957,149437165,149439435,149440545,149441168,149441422,149447903,149449636,149449875,149450144,149453066,149457008,149457821,149459909,149460597,149466000	nan	CSF1R	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5159	PDGFRB;NM_002609.4	5	-	149495315	149516620	149495315	149516620	22	149495315,149497170,149498299,149499019,149499564,149500440,149500756,149501432,149502594,149503802,149504279,149504997,149506072,149509309,149510091,149511531,149512302,149513138,149513433,149514302,149515107,149516560	149495519,149497423,149498425,149499139,149499696,149500583,149500895,149501613,149502774,149503933,149504404,149505150,149506187,149509541,149510235,149511667,149512515,149513333,149513581,149514589,149515451,149516620	nan	PDGFRB	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972	CD74;NM_001025159.2	5	-	149781792	149792322	149781792	149792322	9	149781792,149782115,149782673,149784232,149784637,149785811,149786433,149786704,149792177	149781823,149782198,149782885,149784340,149784753,149785894,149786533,149786897,149792322	nan	CD74	nan	nan	0,0,0,0,0,0,0,0,0
2559	GABRA6;NM_000811.3	5	+	161112985	161128789	161112985	161128789	9	161112985,161113225,161113931,161115944,161116249,161116631,161117196,161118936,161128493	161113043,161113364,161114019,161116185,161116352,161116795,161117369,161119216,161128789	nan	GABRA6	nan	nan	0,0,0,0,0,0,0,0,0
4869	NPM1;NM_002520.7	5	+	170814942	170837579	170814942	170837579	11	170814942,170817044,170818298,170818699,170819703,170819907,170827146,170827832,170832295,170834693,170837520	170815020,170817144,170818438,170818813,170819830,170819992,170827224,170827939,170832417,170834788,170837579	nan	NPM1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
2264	FGFR4;NM_213647.3	5	+	176516593	176524687	176516593	176524687	17	176516593,176517380,176517735,176517928,176518675,176519311,176519636,176520128,176520396,176520644,176522320,176522523,176523047,176523277,176523594,176524282,176524517	176516704,176517664,176517836,176518115,176518819,176519522,176519795,176520342,176520562,176520786,176522451,176522734,176523190,176523368,176523752,176524408,176524687	nan	FGFR4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64324	NSD1;NM_022455.5	5	+	176562094	176722470	176562094	176722470	22	176562094,176618874,176631110,176636626,176662811,176665227,176666746,176671185,176673668,176675171,176678720,176683941,176686979,176694552,176696592,176700662,176707555,176709455,176710777,176715809,176718944,176720822	176563041,176619030,176631303,176639206,176662956,176665518,176666876,176671281,176673807,176675335,176678864,176684162,176687179,176694729,176696818,176700795,176707845,176709592,176710939,176715936,176719169,176722470	nan	NSD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51428	DDX41;NM_016222.4	5	-	176938781	176943956	176938781	176943956	17	176938781,176939086,176939312,176939486,176939770,176940001,176940343,176940675,176941691,176941906,176942176,176942675,176942919,176943109,176943278,176943715,176943909	176938938,176939217,176939404,176939656,176939887,176940093,176940495,176940858,176941848,176942080,176942269,176942832,176943000,176943204,176943458,176943846,176943956	nan	DDX41	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324	FLT4;NM_182925.5	5	-	180030181	180076555	180030181	180076555	30	180030181,180035957,180036894,180038320,180039495,180040000,180041057,180043356,180043889,180045759,180046010,180046242,180046654,180047162,180047598,180047865,180048095,180048531,180049720,180050924,180052858,180053100,180055871,180056248,180056685,180056932,180057214,180057544,180058671,180076477	180030400,180036063,180037035,180038489,180039621,180040120,180041189,180043499,180044004,180045930,180046119,180046376,180046779,180047318,180047725,180048017,180048262,180048914,180049849,180051071,180053041,180053275,180056009,180056437,180056845,180057115,180057347,180057809,180058788,180076555	nan	FLT4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662	IRF4;NM_002460.4	6	+	393142	407608	393142	407608	8	393142,394810,395836,397097,398817,401413,405007,407444	393378,395017,395945,397262,398945,401787,405140,407608	nan	IRF4	nan	nan	0,0,0,0,0,0,0,0
1871	E2F3;NM_001949.5	6	+	20402453	20490671	20402453	20490671	7	20402453,20480066,20481426,20482982,20486909,20488333,20490388	20402866,20480198,20481666,20483161,20487044,20488489,20490671	nan	E2F3	nan	nan	0,0,0,0,0,0,0
8350	H3C1;NM_003529.3	6	+	26020707	26021138	26020707	26021138	1	26020707	26021138	nan	H3C1	nan	nan	0
8358	H3C2;NM_003537.4	6	-	26031867	26032298	26031867	26032298	1	26031867	26032298	nan	H3C2	nan	nan	0
8352	H3C3;NM_003531.3	6	+	26045628	26046059	26045628	26046059	1	26045628	26046059	nan	H3C3	nan	nan	0
3006	H1-2;NM_005319.4	6	-	26056004	26056666	26056004	26056666	1	26056004	26056666	nan	H1-2	nan	nan	0
3017	H2BC5;NM_021063.4	6	+	26158387	26158788	26158387	26158788	1	26158387	26158788	nan	H2BC5	nan	nan	0
8351	H3C4;NM_001376937.1	6	-	26197057	26197488	26197057	26197488	1	26197057	26197488	nan	H3C4	nan	nan	0
8353	H3C6;NM_003532.3	6	+	26225372	26225803	26225372	26225803	1	26225372	26225803	nan	H3C6	nan	nan	0
8968	H3C7;NM_021018.3	6	-	26250412	26250843	26250412	26250843	1	26250412	26250843	nan	H3C7	nan	nan	0
8355	H3C8;NM_003534.3	6	-	26271191	26271622	26271191	26271622	1	26271191	26271622	nan	H3C8	nan	nan	0
8357	H3C10;NM_003536.3	6	+	27777841	27778272	27777841	27778272	1	27777841	27778272	nan	H3C10	nan	nan	0
8354	H3C11;NM_003533.3	6	-	27839672	27840103	27839672	27840103	1	27839672	27840103	nan	H3C11	nan	nan	0
8356	H3C12;NM_003535.3	6	-	27858149	27858580	27858149	27858580	1	27858149	27858580	nan	H3C12	nan	nan	0
3105	HLA-A;NM_002116.8	6	+	29910320	29913242	29910320	29913242	8	29910320,29910523,29911034,29911888,29912266,29912825,29913000,29913217	29910413,29910813,29911330,29912184,29912403,29912878,29913068,29913242	nan	HLA-A	nan	nan	0,0,0,0,0,0,0,0
9656	MDC1;NM_014641.3	6	-	30668231	30682962	30668231	30682962	14	30668231,30670319,30670518,30670870,30671184,30671387,30675150,30675332,30679178,30679433,30679640,30681414,30681569,30682806	30668419,30670450,30670664,30671073,30671324,30673885,30675241,30676144,30679291,30679513,30681141,30681504,30681970,30682962	nan	MDC1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107	HLA-C;NM_002117.6	6	-	31236935	31239858	31236935	31239858	8	31236935,31237104,31237259,31237732,31237976,31238839,31239365,31239765	31236960,31237172,31237312,31237872,31238272,31239135,31239655,31239858	nan	HLA-C	nan	nan	0,0,0,0,0,0,0,0
3106	HLA-B;NM_005514.8	6	-	31322249	31324945	31322249	31324945	7	31322249,31322399,31322873,31323083,31323933,31324454,31324852	31322313,31322452,31323010,31323379,31324229,31324744,31324945	nan	HLA-B	nan	nan	0,0,0,0,0,0,0
4855	NOTCH4;NM_004557.4	6	-	32163203	32191715	32163203	32191715	30	32163203,32164090,32164691,32165065,32166187,32166415,32166692,32168597,32168883,32169842,32171536,32171903,32178518,32180240,32180590,32180901,32181454,32181876,32182992,32184711,32184919,32185761,32187358,32187895,32188171,32188522,32188744,32190277,32190771,32191622	32163937,32164208,32164859,32165381,32166346,32166517,32166932,32168793,32169287,32170386,32171669,32172176,32178723,32180414,32180698,32181039,32181627,32182042,32183172,32184854,32185053,32185895,32187573,32188071,32188428,32188665,32189112,32190593,32190873,32191715	nan	NOTCH4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616	DAXX;NM_001141969.2	6	-	33286509	33289712	33286509	33289712	7	33286509,33286763,33287146,33287777,33288146,33288502,33289485	33286589,33287006,33287641,33288011,33288378,33289354,33289712	nan	DAXX	nan	nan	0,0,0,0,0,0,0
2178	FANCE;NM_021922.3	6	+	35420312	35434132	35420312	35434132	10	35420312,35423513,35425322,35425682,35426063,35427097,35427448,35428318,35430555,35434010	35420580,35424140,35425387,35425771,35426227,35427241,35427547,35428405,35430701,35434132	nan	FANCE	nan	nan	0,0,0,0,0,0,0,0,0,0
1026	CDKN1A;NM_000389.5	6	+	36651868	36653587	36651868	36653587	2	36651868,36653517	36652333,36653587	nan	CDKN1A	nan	nan	0,0
5292	PIM1;NM_002648.4	6	+	37138341	37141877	37138341	37141877	6	37138341,37138538,37138746,37138890,37140761,37141699	37138443,37138665,37138817,37139277,37140958,37141877	nan	PIM1	nan	nan	0,0,0,0,0,0
896	CCND3;NM_001760.5	6	-	41903667	41909397	41903667	41909397	5	41903667,41904286,41904962,41908097,41909179	41903855,41904443,41905142,41908333,41909397	nan	CCND3	nan	nan	0,0,0,0,0
7422	VEGFA;NM_003376.6	6	+	43738433	43752309	43738433	43752309	8	43738433,43742067,43745195,43746186,43746615,43748458,43749682,43752267	43739059,43742139,43745412,43746283,43746665,43748550,43749834,43752309	nan	VEGFA	nan	nan	0,0,0,0,0,0,0,0
10957	PNRC1;NM_006813.3	6	+	89790603	89793925	89790603	89793925	2	89790603,89793461	89791163,89793925	nan	PNRC1	nan	nan	0,0
2045	EPHA7;NM_004440.4	6	-	93953133	94129069	93953133	94129069	17	93953133,93955005,93956499,93964354,93965535,93967169,93967806,93969061,93973567,93974301,93979184,93982005,94066424,94067963,94120208,94124410,94128952	93953268,93955181,93956713,93964524,93965765,93967251,93968012,93969207,93973643,93974430,93979388,93982150,94066780,94068139,94120898,94124495,94129069	nan	EPHA7	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639	PRDM1;NM_001198.4	6	+	106534418	106555371	106534418	106555371	7	106534418,106536065,106543479,106547164,106552689,106554235,106554775	106534480,106536334,106543619,106547437,106553818,106554384,106555371	nan	PRDM1	nan	nan	0,0,0,0,0,0,0
2534	FYN;NM_002037.5	6	-	111982931	112041264	111982931	112041264	11	111982931,111995691,112015567,112015820,112017469,112021296,112024077,112025191,112029114,112035539,112040997	111983160,111995843,112015741,112015917,112017669,112021481,112024247,112025315,112029233,112035656,112041264	nan	FYN	nan	nan	0,0,0,0,0,0,0,0,0,0,0
8838	CCN6;NM_198239.2	6	+	112375550	112390833	112375550	112390833	5	112375550,112382183,112385947,112389397,112390531	112375618,112382501,112386210,112389611,112390833	nan	CCN6	nan	nan	0,0,0,0,0
6098	ROS1;NM_001378902.1	6	-	117609644	117746829	117609644	117746829	44	117609644,117622126,117629946,117631233,117632172,117638295,117639340,117641020,117642411,117645484,117647376,117650481,117658324,117662287,117662552,117663552,117665212,117674142,117677781,117678956,117680961,117681494,117683755,117686212,117686733,117687228,117700211,117704469,117706835,117708041,117708932,117710502,117714376,117715314,117715768,117717340,117718067,117724291,117725432,117730734,117735671,117737410,117739614,117746686	117609975,117622310,117630101,117631454,117632290,117638445,117639425,117641203,117642567,117645588,117647587,117650619,117658513,117662484,117662805,117663717,117665435,117674339,117678088,117679182,117681184,117681578,117684038,117686377,117686914,117687463,117700332,117704681,117707034,117708172,117709165,117711019,117714494,117715519,117715911,117717437,117718289,117724450,117725601,117730815,117735718,117737490,117739679,117746829	nan	ROS1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4602	MYB;NM_001130173.2	6	+	135502641	135539128	135502641	135539128	16	135502641,135507030,135508961,135510918,135511254,135513451,135514965,135515483,135516875,135518088,135520035,135521212,135521417,135522766,135524344,135538991	135502684,135507168,135509053,135511031,135511495,135513706,135515066,135515608,135517150,135518471,135520198,135521347,135521563,135522897,135524472,135539128	nan	MYB	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459	IFNGR1;NM_000416.3	6	-	137519157	137540474	137519157	137540474	7	137519157,137522007,137524625,137525458,137527262,137528089,137540369	137519786,137522155,137524832,137525651,137527455,137528224,137540474	nan	IFNGR1	nan	nan	0,0,0,0,0,0,0
7128	TNFAIP3;NM_001270508.2	6	+	138192354	138202466	138192354	138202466	8	138192354,138195971,138196814,138197122,138198202,138199558,138201197,138202161	138192669,138196182,138196982,138197313,138198403,138200498,138201399,138202466	nan	TNFAIP3	nan	nan	0,0,0,0,0,0,0,0
9113	LATS1;NM_004690.4	6	-	149982854	150023272	149982854	150023272	7	149982854,149997385,149997680,150001000,150004204,150016199,150022904	149983384,149997512,149997883,150001603,150005738,150016367,150023272	nan	LATS1	nan	nan	0,0,0,0,0,0,0
57621	ZBTB2;NM_020861.3	6	-	151686645	151694782	151686645	151694782	2	151686645,151694589	151688037,151694782	nan	ZBTB2	nan	nan	0,0
2099	ESR1;NM_000125.4	6	+	152129037	152420111	152129037	152420111	8	152129037,152163721,152201779,152265297,152332780,152382115,152415509,152419856	152129509,152163932,152201916,152265653,152332939,152382269,152415713,152420111	nan	ESR1	nan	nan	0,0,0,0,0,0,0,0
57492	ARID1B;NM_001374828.1	6	+	157098804	157529035	157098804	157529035	20	157098804,157150350,157222499,157256589,157405785,157431595,157454151,157469747,157488163,157495131,157495970,157502092,157505354,157510765,157511161,157517288,157519934,157521828,157524989,157527290	157100615,157150565,157222669,157256720,157406049,157431705,157454351,157470095,157488329,157495261,157496149,157502322,157505579,157510924,157511354,157517459,157520051,157522632,157525140,157529035	nan	ARID1B	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216	MAP3K4;NM_005922.4	6	+	161412953	161537912	161412953	161537912	27	161412953,161455280,161469637,161491629,161494487,161501902,161505522,161507400,161507605,161508709,161510343,161512400,161513031,161513999,161514794,161518101,161519299,161522913,161523720,161527535,161528920,161529764,161530776,161532857,161533689,161536144,161537871	161413125,161455491,161471021,161491892,161494654,161502080,161505659,161507520,161507709,161508996,161510513,161512582,161513185,161514098,161514893,161518218,161519469,161523034,161523821,161527747,161529011,161529901,161530956,161533000,161533816,161536344,161537912	nan	MAP3K4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071	PRKN;NM_004562.3	6	-	161771120	163148710	161771120	163148710	12	161771120,161781109,161807815,161969875,161990376,162206793,162394323,162475112,162622152,162683546,162864331,163148683	161771253,161781247,161807919,161970045,161990458,162206950,162394459,162475216,162622294,162683807,162864515,163148710	nan	PRKN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
9444	QKI;NM_006775.3	6	+	163836215	163991752	163836215	163991752	8	163836215,163876300,163899801,163956003,163983003,163984441,163987742,163991715	163836377,163876463,163899938,163956167,163983111,163984761,163987837,163991752	nan	QKI	nan	nan	0,0,0,0,0,0,0,0
84433	CARD11;NM_032415.7	7	-	2946261	2998150	2946261	2998150	24	2946261,2949673,2951795,2952910,2954860,2956913,2958114,2958995,2962257,2962755,2963856,2966362,2968221,2969615,2972158,2974076,2976660,2977530,2978302,2979372,2983835,2985442,2987198,2998123	2946486,2949809,2951940,2953110,2955016,2957029,2958231,2959256,2962404,2962977,2964009,2966435,2968342,2969718,2972230,2974273,2976878,2977676,2978475,2979572,2984181,2985600,2987431,2998150	nan	CARD11	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395	PMS2;NM_000535.7	7	-	6013019	6048660	6013019	6048660	15	6013019,6017208,6018216,6022444,6026379,6029420,6031593,6035154,6036946,6038728,6042073,6043310,6043592,6045512,6048617	6013183,6017398,6018337,6022632,6027261,6029596,6031698,6035274,6037064,6038916,6042277,6043433,6043699,6045672,6048660	nan	PMS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5879	RAC1;NM_006908.5	7	+	6414356	6442087	6414356	6442087	6	6414356,6426832,6431544,6439746,6441488,6441936	6414411,6426924,6431682,6439829,6441668,6442087	nan	RAC1	nan	nan	0,0,0,0,0,0
